Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
254,Thellalas,Jamlunana,Jamlunana Parish,Silean,Thearchy of Silean,Quenian (Elfish),Quenian (Elfish) Shamanism,985,1143.83,978.19,1.45,3.79,266,79°F,Jakarta (Indonesia),,,,,plaza,temple,,{t1:sable;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:stagsAttires;t:vert;p:e;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Thellalas&population=985&size=13&seed=9336923410254&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
255,Kharb,Babar,Babar Territory,Silean,Thearchy of Silean,Khazadur (Dwarven),Khazadur (Dwarven) Deities,4803,1062.92,1210.85,-5.91,1.23,6352,52°F,Antwerp (Belgium),,,,walls,plaza,,,{t1:or;ordinaries:[{ordinary:fess;t:sable;line:straight}];charges:[{charge:tower;t:or;p:e;t2:or;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Kharb&population=4803&size=23&seed=9336923410255&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
256,Enyolbe,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Rohand (Human),Rohand (Human) Beliefs,1384,1293.51,1456.33,-13.68,8.53,1890,70°F,Tegucigalpa (Honduras),,,,,,,,{t1:sable;ordinaries:[{ordinary:gemelle;t:argent;line:seaWaves}];charges:[{charge:mullet7;t:argent;p:abc;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=1384&name=&seed=9336923410256&width=1400&height=636&tags=highway%2Cno+square%2Cdense
257,Dregheirerius,New Jamlunana,New Jamlunana Colony,Silean,Thearchy of Silean,Trow (Dark Elfish),Trow (Dark Elfish) Druids,3100,1346.31,662.77,11.43,10.2,328,77°F,Miami (USA),,,,,,,,{t1:gules;division:{division:perCross;t:argent;line:straight};ordinaries:[{ordinary:fess;t:or;line:straight}];shield:gondor},https://watabou.github.io/city-generator/?name=Dregheirerius&population=3100&size=20&seed=9336923410257&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
258,Ghedg,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1320,602.56,1142.1,-3.74,-13.33,13,81°F,Mogadishu (Somalia),,,,,,,,{t1:argent;ordinaries:[{ordinary:orle;t:purpure}];charges:[{charge:cannon;t:purpure;p:e;t2:purpure;size:1.1}];shield:gondor},https://watabou.github.io/village-generator/?pop=1320&name=&seed=9336923410258&width=1400&height=636&tags=highway%2Cno+square%2Cdense
259,Reveed,Rhai,Rhai Land,Pyreaz,Pyreaz Theocracy,Arago (Arachnid),Arago (Arachnid) Gods,1230,1271.49,1133.94,-3.48,7.83,6352,57°F,Washington (D.C.),,,,,plaza,,,{t1:or;ordinaries:[{ordinary:label;t:gules}];charges:[{charge:shears;t:gules;p:eh;size:0.7}];shield:moriaOrc},https://watabou.github.io/village-generator/?pop=1230&name=&seed=9336923410259&width=1400&height=636&tags=dead+end%2Cuncultivated%2Cdense
260,Dawnpass,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Anor (Human),Anor (Human) Forefathers,2288,847.28,1339.54,-9.98,-5.59,4738,61°F,Dubrovnik (Croatia),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:cross;t:gules;line:straight}];charges:[{charge:bow;t:or;p:behdf;size:0.3}];shield:roman},https://watabou.github.io/city-generator/?name=Dawnpass&population=2288&size=18&seed=9336923410260&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
261,Holley,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,4398,1002.06,1374.88,-11.1,-0.69,643,77°F,Miami (USA),,,,,,,,{t1:or;charges:[{charge:snail;t:gules;p:jln;t2:gules;size:0.7}];shield:roman},https://watabou.github.io/city-generator/?name=Holley&population=4398&size=23&seed=9336923410261&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
262,Cragbures,Kaymiryurt,Kaymiryurt Barony,Asiyurt,Asiyurt Horde,Dail (Human),Dail (Human)ism,7223,1164.43,1620.97,-18.89,4.44,472,75°F,Dakar (Senegal),,port,,,plaza,,,{t1:argent;ordinaries:[{ordinary:pilesInPoint;t:sable}];charges:[{charge:squirrel;t:azure;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Cragbures&population=7223&size=27&seed=9336923410262&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.64
263,Af Serinemar,Nakilgabu,Nakilgabu Land,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,6761,809.18,613.22,13,-6.8,10289,43°F,Stockholm (Sweden),,,citadel,,plaza,,,{t1:sable;division:{division:gyronny;t:vairAncien-or-sable};shield:gondor},https://watabou.github.io/city-generator/?name=Af+Serinemar&population=6761&size=27&seed=9336923410263&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
264,Nineliondor,Dolya,Dolya County,Ymnesin,Principality of Ymnesin,Eldar (Elfish),Eldar (Elfish) Shamanism,8215,1597.09,783.04,7.62,18.13,2392,70°F,Tegucigalpa (Honduras),,port,,walls,plaza,,,{t1:vert;division:{division:perPale;t:or;line:straight};charges:[{charge:pegasus;t:argent;p:e;t2:argent;t3:argent;divided:counter;size:1.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Nineliondor&population=8215&size=29&seed=9336923410264&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.47
265,Morbrez,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,955,621.03,1063.28,-1.24,-12.75,397,79°F,Jakarta (Indonesia),,,,,,temple,,{t1:purpure;charges:[{charge:hourglass;t:argent;p:jln;t2:argent;t3:argent;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Morbrez&population=955&size=13&seed=9336923410265&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
266,Velgvol,Gularabarag,Gularabarag Parish,Silean,Thearchy of Silean,Uruk (Orkish),Uruk (Orkish) Beliefs,1003,1086.9,1084.3,-1.91,1.99,1312,75°F,Dakar (Senegal),,,,,plaza,temple,,{t1:gules;ordinaries:[{ordinary:chevron;t:argent}];shield:gondor},https://watabou.github.io/city-generator/?name=Velgvol&population=1003&size=13&seed=9336923410266&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
267,Chugroz,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,2445,554.29,1155.66,-4.17,-14.86,328,79°F,Jakarta (Indonesia),,,,,,temple,,{t1:sable;ordinaries:[{ordinary:bordure;t:or}];charges:[{charge:crossClechy;t:sable;p:ABCDEFGHIJKL;size:0.18}];shield:gondor},https://watabou.github.io/city-generator/?name=Chugroz&population=2445&size=18&seed=9336923410267&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
268,Yedieperi,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Rohand (Human),Nandorism,2385,1449.35,1297.75,-8.66,13.46,266,77°F,Miami (USA),,port,,,,,,{t1:purpure;ordinaries:[{ordinary:bendletSinister;t:or;line:straight}];charges:[{charge:palace;t:purpure;p:lem;size:0.3}];shield:round},https://watabou.github.io/city-generator/?name=Yedieperi&population=2385&size=18&seed=9336923410268&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.73
269,Erinkordu,Kaymiryurt,Kaymiryurt Barony,Asiyurt,Asiyurt Horde,Rohand (Human),Rohand (Human) Beliefs,1523,1210.65,1579.75,-17.58,5.91,210,77°F,Miami (USA),,port,,,,,,{t1:or;ordinaries:[{ordinary:saltire;t:purpure;line:straight}];charges:[{charge:lymphad;t:argent;p:e;t2:argent;t3:argent;size:0.7;sinister:1}];shield:round},https://watabou.github.io/village-generator/?pop=1523&name=&seed=9336923410269&width=1600&height=727&tags=estuary%2Chighway%2Cuncultivated%2Cno+square%2Cdense
270,Bhurk,Dhodh,Dhodh Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,4463,508.73,917.7,3.36,-16.3,397,79°F,Jakarta (Indonesia),,,,,plaza,temple,,{t1:chequy-gules-argent;charges:[{charge:lanceHead;t:or;p:e;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Bhurk&population=4463&size=23&seed=9336923410270&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
271,Ruzgzild,Brug,Brug Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,3307,826.86,1088.88,-2.05,-6.24,643,79°F,Jakarta (Indonesia),,,,,plaza,temple,,{t1:purpure;ordinaries:[{ordinary:terrace;t:argent;line:rayonne}];charges:[{charge:camel;t:or;p:e;t2:or;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Ruzgzild&population=3307&size=20&seed=9336923410271&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
272,Nirdroz,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1791,522.29,1163.01,-4.4,-15.87,52,81°F,Mogadishu (Somalia),,port,,,,,,{t1:pappellony2-azure-or;division:{division:perCross;t:argent;line:straight};ordinaries:[{ordinary:chevronReversed;t:vert}];shield:gondor},https://watabou.github.io/village-generator/?pop=1791&name=&seed=9336923410272&width=1600&height=727&tags=coast%2Chighway%2Cno+square%2Cdense
273,Sadrith,Sharithes,Sharithes Landgrave,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,1055,1561.18,1197.98,-5.5,17,266,79°F,Jakarta (Indonesia),,,,,,,,{t1:argent;ordinaries:[{ordinary:pale;t:purpure;line:straight}];charges:[{charge:sun;t:argent;p:e;size:0.7}];shield:wedged},https://watabou.github.io/village-generator/?pop=1055&name=&seed=9336923410273&width=1400&height=636&tags=estuary%2Chighway%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
274,Oadowbay,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,1314,965.09,1353.55,-10.43,-1.86,643,77°F,Miami (USA),,port,,,plaza,,,{t1:or;ordinaries:[{ordinary:chevronReversed;t:azure}];charges:[{charge:mulletPierced;t:sable;p:b;size:0.5}];shield:roman},https://watabou.github.io/village-generator/?pop=1314&name=&seed=9336923410274&width=1400&height=636&tags=coast%2Chighway%2Cdense
275,Yaz Oksun,Yaboy,Yaboy Territory,Kutyurt,Republic of Kutyurt,Rohand (Human),Nandorism,2162,1473.31,1400.71,-11.92,14.22,1063,73°F,Rio de Janeiro (Brazil),,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:pale;t:vert;line:engrailed}];charges:[{charge:triangle;t:argent;p:e;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Yaz+Oksun&population=2162&size=17&seed=9336923410275&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
276,Shathiz,Nakilgabu,Nakilgabu Land,Hloiriat,Kingdom of Hloiriat,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,10902,770.28,590.28,13.72,-8.03,5250,55°F,Milan (Italy),,,,walls,plaza,,,{t1:argent;charges:[{charge:rake;t:azure;p:e;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Shathiz&population=10902&size=32&seed=9336923410276&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
277,Shemseserius,Oriath,Oriath Barony,Ymnesin,Principality of Ymnesin,Eldar (Elfish),Eldar (Elfish) Shamanism,17361,1553.07,852.96,5.41,16.74,82,81°F,Mogadishu (Somalia),,,citadel,walls,plaza,,,{t1:sable;ordinaries:[{ordinary:cross;t:argent;line:firTrees}];charges:[{charge:lozengeFaceted;t:purpure;p:beh;size:0.3}];shield:noldor},https://watabou.github.io/city-generator/?name=Shemseserius&population=17361&size=38&seed=9336923410277&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
278,Kebun,Morb,Morb Territory,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,957,703.42,1022.55,0.05,-10.14,1736,73°F,Rio de Janeiro (Brazil),,,,,plaza,temple,,{t1:purpure;charges:[{charge:crescent;t:or;p:abcdefgzi;size:0.3}];shield:gondor},https://watabou.github.io/city-generator/?name=Kebun&population=957&size=13&seed=9336923410278&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
279,Kanfe,Kanfe,Kanfe Territory,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,11249,1000.61,461.13,17.81,-0.74,13,75°F,Dakar (Senegal),,,citadel,,plaza,,,{t1:or;ordinaries:[{ordinary:orle;t:purpure}];shield:gondor},https://watabou.github.io/city-generator/?name=Kanfe&population=11249&size=32&seed=9336923410279&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
280,Krodud,Dhodh,Dhodh Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1049,480.1,946.67,2.45,-17.21,397,79°F,Jakarta (Indonesia),,,,,,temple,,{t1:argent;division:{division:perCross;t:sable;line:indented};charges:[{charge:armEmbowedHoldingSabre;t:azure;p:e;t2:azure;t3:azure;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Krodud&population=1049&size=13&seed=9336923410280&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
281,Ghodog,Ghodog,Ghodog Deanery,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,13665,731.34,780.78,7.7,-9.26,52,79°F,Jakarta (Indonesia),,,,,plaza,,,{t1:argent;division:{division:perSaltire;t:gules};charges:[{charge:plaice;t:azure;p:e;t2:azure;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Ghodog&population=13665&size=35&seed=9336923410281&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
282,Thariushase,Ormnas,Ormnas Parish,Silean,Thearchy of Silean,Quenian (Elfish),Quenian (Elfish) Shamanism,994,1055,1006.3,0.56,0.98,2218,73°F,Rio de Janeiro (Brazil),,,,,plaza,temple,,{t1:or;ordinaries:[{ordinary:pale;t:azure;line:wavy}];charges:[{charge:arbalest2;t:or;p:beh;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Thariushase&population=994&size=13&seed=9336923410282&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
283,Ishniots,Wruil,Wruil Territory,Cielb,Republic of Cielb,Kobold (Goblin),Nandorism,5229,1441.06,1048.9,-0.79,13.2,118,81°F,Mogadishu (Somalia),,,,,,,,{t1:gules;charges:[{charge:trianglePierced;t:argent;p:e;size:1.5}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Ishniots&population=5229&size=24&seed=9336923410283&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
284,Ghagvic,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1126,537.93,1076,-1.65,-15.38,82,81°F,Mogadishu (Somalia),,,,,,,,{t1:gules;charges:[{charge:stagsAttires;t:argent;p:e;size:1.5}];shield:gondor},https://watabou.github.io/village-generator/?pop=1126&name=&seed=9336923410284&width=1400&height=636&tags=highway%2Cno+square%2Cdense
285,Igin,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1006,599.19,1103.6,-2.52,-13.44,118,81°F,Mogadishu (Somalia),,,,,plaza,temple,,{t1:gules;charges:[{charge:fan;t:or;p:e;t2:argent;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Igin&population=1006&size=13&seed=9336923410285&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
286,Mazza,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,2987,514.45,1159.46,-4.29,-16.12,52,81°F,Mogadishu (Somalia),,port,citadel,,,,,{t1:azure;ordinaries:[{ordinary:orle;t:or}];charges:[{charge:spiral;t:argent;p:e;size:1.1}];shield:gondor},https://watabou.github.io/city-generator/?name=Mazza&population=2987&size=20&seed=9336923410286&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=true&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.97
287,Abilbunzat,Babar,Babar Territory,Silean,Thearchy of Silean,Khazadur (Dwarven),Khazadur (Dwarven) Deities,652,1124.4,1183.5,-5.05,3.18,4019,63°F,Lisbon (Portugal),,,,,plaza,temple,,{t1:argent;charges:[{charge:swallow;t:sable;p:jln;t2:sable;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Abilbunzat&population=652&size=11&seed=9336923410287&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
288,Zarukthundi,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Khazadur (Dwarven),Nandorism,1465,1314.33,1273.41,-7.89,9.19,10289,41°F,Harbin (China),,,,,plaza,,,{t1:azure;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:armillarySphere;t:sable;p:beh;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=1465&name=&seed=9336923410288&width=1400&height=636&tags=dead+end%2Cdense
289,Heartford,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Anor (Human),Anor (Human) Forefathers,962,899.56,1378.37,-11.21,-3.94,1063,73°F,Rio de Janeiro (Brazil),,,,,plaza,,,{t1:purpure;ordinaries:[{ordinary:bordure;t:or}];charges:[{charge:inescutcheon;t:gules;p:ABCDEFGHIJKL;size:0.18};{charge:billet;t:or;p:ABCDEFGHIJKL;size:0.09}];shield:roman},https://watabou.github.io/village-generator/?pop=962&name=&seed=9336923410289&width=1000&height=455&tags=highway%2Cdense
290,Sylletemar,Methyr,Methyr Parish,Silean,Thearchy of Silean,Quenian (Elfish),Sileanese Cult,1571,1027.2,817.8,6.52,0.1,30,81°F,Mogadishu (Somalia),,,,,,,,{t1:sable;ordinaries:[{ordinary:cross;t:or;line:straight}];charges:[{charge:billet;t:vert;p:behdf;size:0.3}];shield:gondor},https://watabou.github.io/village-generator/?pop=1571&name=&seed=9336923410290&width=1600&height=727&tags=highway%2Cfarmland%2Cno+orchards%2Cno+square%2Cdense
291,Naggar,Sharithes,Sharithes Landgrave,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,19185,1475.93,1266.58,-7.68,14.3,30,79°F,Jakarta (Indonesia),,port,citadel,walls,plaza,,,{t1:sable;charges:[{charge:armillarySphere;t:argent;p:e;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Naggar&population=19185&size=40&seed=9336923410291&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=true&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.86
292,Adibeyli,Yelteli,Yelteli Colony,Harlythaneth,Kingdom of Harlythaneth,Rohand (Human),Rohand (Human) Beliefs,566,1788.8,1386.5,-11.47,24.2,82,79°F,Jakarta (Indonesia),,,,,plaza,,,{t1:purpure;charges:[{charge:laurelWreath2;t:argent;p:e;size:1.5}];shield:wedged},https://watabou.github.io/village-generator/?pop=566&name=&seed=9336923410292&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cdense
293,Gakardi,Gakardi,Gakardi Province,Kutyurt,Republic of Kutyurt,Rohand (Human),Rohand (Human) Beliefs,21545,1509.87,1476.01,-14.3,15.37,13,77°F,Miami (USA),,,,,plaza,,,{t1:gules;division:{division:perChevronReversed;t:argent;line:arched};charges:[{charge:dragonPassant;t:or;p:bdefh;t2:or;t3:or;divided:counter;size:0.4}];shield:round},https://watabou.github.io/city-generator/?name=Gakardi&population=21545&size=41&seed=9336923410293&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
294,Bunalbizah,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,5076,674.28,610.95,13.07,-11.07,643,77°F,Miami (USA),,,,,,,,{t1:argent;charges:[{charge:spiral;t:gules;p:behdf;size:0.4}];shield:gondor},https://watabou.github.io/city-generator/?name=Bunalbizah&population=5076&size=24&seed=9336923410294&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
295,Adhilwendor,Mythtari,Mythtari County,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,1474,1035.36,629.88,12.47,0.36,643,75°F,Dakar (Senegal),,,,walls,,,,{t1:gules;charges:[{charge:horseshoe;t:argent;p:beh;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Adhilwendor&population=1474&size=15&seed=9336923410295&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
296,Drethyr,Yranghei,Yranghei Shire,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,8538,799.66,664.24,11.38,-7.1,738,77°F,Miami (USA),,,citadel,,plaza,,,{t1:argent;charges:[{charge:hook;t:purpure;p:jln;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Drethyr&population=8538&size=29&seed=9336923410296&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
297,Buyli,New Oriath,New Oriath Colony,Ymnesin,Principality of Ymnesin,Rohand (Human),Rohand (Human) Beliefs,4447,1820.3,949.04,2.37,25.2,30,81°F,Mogadishu (Somalia),,port,,,,,,{t1:masoned-argent-sable;ordinaries:[{ordinary:canton;t:gules}];charges:[{charge:fusil;t:or;p:y;size:0.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Buyli&population=4447&size=23&seed=9336923410297&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.47
298,Eengai,Wruil,Wruil Territory,Cielb,Republic of Cielb,Kobold (Goblin),Nandorism,5252,1404.05,1034.75,-0.34,12.03,7248,55°F,Milan (Italy),,,,,plaza,,,{t1:pally-argent-azure;ordinaries:[{ordinary:fessDoubleCotissed;t:gules;line:straight}];charges:[{charge:mascle;t:or;p:def;size:0.4}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Eengai&population=5252&size=24&seed=9336923410298&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
299,Kindiragz,Gularabarag,Gularabarag Parish,Silean,Thearchy of Silean,Khazadur (Dwarven),Khazadur (Dwarven) Deities,10819,1160.14,1086.71,-1.98,4.31,2953,70°F,Tegucigalpa (Honduras),,port,,,plaza,temple,,{t1:gules;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:chevron;t:argent}];shield:gondor},https://watabou.github.io/city-generator/?name=Kindiragz&population=10819&size=32&seed=9336923410299&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=0.95
300,Yelkayan,Yelteli,Yelteli Colony,Harlythaneth,Kingdom of Harlythaneth,Rohand (Human),Rohand (Human) Beliefs,1499,1696.9,1321.7,-9.42,21.29,118,79°F,Jakarta (Indonesia),,,,,,,,{t1:gules;division:{division:perSaltire;t:or};charges:[{charge:lozengeFaceted;t:argent;p:bhdf;divided:counter;size:0.5}];shield:wedged},https://watabou.github.io/village-generator/?pop=1499&name=&seed=9336923410300&width=1400&height=636&tags=dead+end%2Cno+square%2Cdense
301,Yasuvaya,Kaymiryurt,Kaymiryurt Barony,Asiyurt,Asiyurt Horde,Rohand (Human),Rohand (Human) Beliefs,6249,1212.35,1526.51,-15.9,5.96,738,72°F,Guangzhou (China),,,,,plaza,,,{t1:vert;charges:[{charge:spiral;t:or;p:kn;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Yasuvaya&population=6249&size=26&seed=9336923410301&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
302,Baram,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,1009,432.31,703.42,10.14,-18.72,161,79°F,Jakarta (Indonesia),,,,walls,,,,{t1:or;charges:[{charge:cock;t:gules;p:e;t2:gules;t3:azure;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Baram&population=1009&size=13&seed=9336923410302&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
303,Sireth,Ormnas,Ormnas Parish,Silean,Thearchy of Silean,Quenian (Elfish),Sileanese Cult,3921,952.59,882.34,4.48,-2.26,840,77°F,Miami (USA),,,,,,,,{t1:argent;charges:[{charge:pegasus;t:sable;p:beh;t2:sable;t3:sable;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Sireth&population=3921&size=22&seed=9336923410303&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
304,Tragli,Vohzit,Vohzit Canton,Cielb,Republic of Cielb,Kobold (Goblin),Kobold (Goblin) Beliefs,4234,1340.29,996.41,0.87,10.01,1736,72°F,Guangzhou (China),,,,walls,plaza,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:embattledGrady}];charges:[{charge:crocodile;t:gules;p:abc;t2:gules;size:0.5}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Tragli&population=4234&size=22&seed=9336923410304&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
